stage_ft,Q_cfs,site_no,type
46.68,1493559.02,07374000,model
46.69,1494064.87,07374000,model
46.7,1494570.8,07374000,model
46.71,1495076.79,07374000,model
46.72,1495582.86,07374000,model
46.73,1496088.99,07374000,model
46.74,1496595.19,07374000,model
46.75,1497101.46,07374000,model
46.76,1497607.8,07374000,model
46.77,1498114.21,07374000,model
46.78,1498620.69,07374000,model
46.79,1499127.24,07374000,model
46.8,1499633.86,07374000,model
46.81,1500140.55,07374000,model
46.82,1500647.31,07374000,model
46.83,1501154.13,07374000,model
46.84,1501661.03,07374000,model
46.85,1502168,07374000,model
46.86,1502675.03,07374000,model
46.87,1503182.14,07374000,model
46.88,1503689.31,07374000,model
46.89,1504196.55,07374000,model
46.9,1504703.87,07374000,model
46.91,1505211.25,07374000,model
46.92,1505718.7,07374000,model
46.93,1506226.22,07374000,model
46.94,1506733.81,07374000,model
46.95,1507241.47,07374000,model
46.96,1507749.2,07374000,model
46.97,1508257,07374000,model
46.98,1508764.87,07374000,model
46.99,1509272.8,07374000,model
47,1509780.81,07374000,model
47.01,1510288.89,07374000,model
47.02,1510797.03,07374000,model
47.03,1511305.25,07374000,model
47.04,1511813.53,07374000,model
47.05,1512321.88,07374000,model
47.06,1512830.31,07374000,model
47.07,1513338.8,07374000,model
47.08,1513847.36,07374000,model
47.09,1514355.99,07374000,model
47.1,1514864.69,07374000,model
47.11,1515373.46,07374000,model
47.12,1515882.3,07374000,model
47.13,1516391.21,07374000,model
47.14,1516900.18,07374000,model
47.15,1517409.23,07374000,model
47.16,1517918.35,07374000,model
47.17,1518427.53,07374000,model
47.18,1518936.78,07374000,model
47.19,1519446.11,07374000,model
47.2,1519955.5,07374000,model
47.21,1520464.96,07374000,model
47.22,1520974.49,07374000,model
47.23,1521484.09,07374000,model
47.24,1521993.76,07374000,model
47.25,1522503.5,07374000,model
47.26,1523013.31,07374000,model
47.27,1523523.19,07374000,model
47.28,1524033.14,07374000,model
47.29,1524543.15,07374000,model
47.3,1525053.24,07374000,model
47.31,1525563.39,07374000,model
47.32,1526073.61,07374000,model
47.33,1526583.91,07374000,model
47.34,1527094.27,07374000,model
47.35,1527604.7,07374000,model
47.36,1528115.2,07374000,model
47.37,1528625.77,07374000,model
47.38,1529136.41,07374000,model
47.39,1529647.12,07374000,model
47.4,1530157.89,07374000,model
47.41,1530668.74,07374000,model
47.42,1531179.66,07374000,model
47.43,1531690.64,07374000,model
47.44,1532201.69,07374000,model
47.45,1532712.82,07374000,model
47.46,1533224.01,07374000,model
47.47,1533735.27,07374000,model
47.48,1534246.6,07374000,model
47.49,1534758,07374000,model
